,city,job_id,need_for_position,post_date,preferred_skill,salary_lower,salary_upper,state
69,Chicago,SJ2-1290113,Must haves: Machine Learning Algorithms Python INDUSTRY experience of data science  Preferred skills/experience: Ideally Masters or PhD in quantitative field Prior teaching experience,03/04/2017,"Data Science, Python, scikit.learn, Virtual Environments, Bayesian Inference, Machine Learning algorithms, teaching experience",120000,175000,IL
70,New York City,SJ2-1286838,Must haves: Machine Learning Algorithms Python 2+ years INDUSTRY experience of data science  Preferred skills/experience: Ideally Masters or PhD in quantitative field Prior teaching experience,03/04/2017,"Data Science, Python, scikit.learn, Virtual Environments, Bayesian Inference, Machine Learning algorithms, teaching experience",120000,160000,NY
71,New York City,RS2-1348434,"- machine learning development and deployment - big data framework experience (Spark, MapReduce) - PhD in Computer Science, Statistics, or Mathematics - NLP experience",03/04/2017,"R, Python, SQL, Hadoop, Algorithms, Machine Learning, Data Mining",NA,NA,NY
72,San Mateo,RS2-1346350,"- machine learning development and deployment - big data framework experience (Spark, MapReduce) - Master’s or PhD",03/04/2017,"R, Python, SQL, Hadoop, Algorithms, Machine Learning, Data Mining",NA,NA,CA
73,West Hollywood,JC9-1330795,"•Undergraduate degree in computer science, software engineering or numerical discipline (e.g. physics, math, engineering) •PhD in computer vision (CV), machine learning, or related technical fields •Experience working on applied CV projects. Examples include (but are not limited to) optical character recognition (OCR), object detection and recognition, image classification, and visual question answering (VQA) etc. •Understanding of state-of-the-art deep learning techniques •Solid understanding of CNN, RNN, supervised and unsupervised learning, optimization techniques •Proficiency in at least one of Python, Scala, and/or R/Matlab •Excellent written and verbal communication skills Bonus points if you have: •Expertise in deep neural network and its applications to real world problems •Experience with one or more deep learning frameworks such as Caffe, Theano, Torch, TensorFlow, DL4J •Experience using GPU programming such as CUDA or OpenCL is a plus •Experience in designing and building highly scalable distributed CV models •Hands-on experience in big data framework such as Spark and Hadoop •Proficiency in one or more: C++, Java, Scala •A strong record of publications in top conferences such as CVPR, ICCV, ECCV, PAMI •Excellent written and verbal communication skills",12/14/2016,"R/Matlab, CNN/RNN, Python, Scala, or Java, GPU Programming, Big Data, SPARK",100000,250000,CA
74,San Mateo,LS4-1334812,"1.) 7+ years as a Data Scientist  2.) Hands on contribution in Data Science field, mainly AI and/or Machine Learning 3.) MS or Ph.D. in Computer Science or EE Nice to have but not required: 1.) Experience in any of the following fields: Robotics, Manufacturing, Security, and/or Healthcare 2.) Experienced being in a lead role in Data Science research areas 3.) Strong foundation of Object Oriented development and design principles",03/04/2017,"Data Science, Artificial intelligence (AI), Machine Learning, Deep Learning, Robotics, Security Data, Manufacturing Data, Healthcare Data",130000,150000,CA
75,Newport Beach,MM5-1351130,At Least 3 Years of experience and knowledge of: - Machine Learning - Python - Linux - Java - Scala - R - SPARK,03/04/2017,"Machine Learning, Python, Linux, Java, Scala, R, SPARK",NA,NA,CA
76,Reston,SL2-1335288,"- An active TS//SCI clearance with a CI polygraph - Master's degree in mathematics, physics, statistics, operations research, engineering, or science - Minimum 10 years of professional experience - Experience performing data science/engineering work and writing reports based upon the resulting work/accomplishments - Published data science reports and/or authored new procedures/methods to create innovative statistical approaches to solve complex issues - Proficiency in statistics packages such as SPSS, SAS, S-PLUS, and R - Programming skills sufficient to extract, transform and clean multi-terabyte databases - Significant current experience (i.e., within last 2 years) in data science/engineering work",03/04/2017,"Statistics, SPSS, SAS, S-Plus, R",NA,NA,VA
77,Santa Monica,MM12-1328540,"Bachelor’s Degree in Mathematics, Statistics, Computer Science, Engineering or related field - Master's is preferred 3+ years of experience with... - Analyzing large data sets to solve problems - Machine Learning - Statistical and predictive modeling concepts - Deep-learning - Clustering and classification - NLP - Computer Vision - Creating visualizations - Recommendation and optimization algorithms - Experiment design - Causal inference - Excellent analytical and problem solving skills - Experience at a startup, media or tech company preferred - The ability to remain focused and think logically in a fast-paced environment",02/02/2017,"Analyzing Large Data Sets, Machine Learning, Clustering & Classification, NLP, Optimization Algorithms, Causal Inference, Deep Learning, Predictive Modeling Concepts, experiment design, Computer Vision",100000,150000,CA
78,West Hollywood,JC9-1330788,"•Undergraduate degree in computer science, software engineering or undergraduate degree in numerical discipline (e.g. physics, math, engineering) •PhD in machine learning, statistics or in another highly quantitative/analytical field •Hands-on experience in applied Machine Learning (ML) projects or other predictive modeling and analysis projects •Proficiency in at least one of Python, Scala, and/or R/Matlab Bonus points if you have: •In-depth knowledge of deep neural network, clustering, collaborative filtering, and classification techniques •Experience in designing and building highly scalable distributed ML models •Experience in big data framework such as Spark and Hadoop •Proficiency in one or more: C++, Java, Scala •A strong record of publications in top conferences such as NIPS, ICML, and KDD",01/09/2017,"Machine Learning, Python, Scala, or Java, Hadoop, Big Data, R/Matlab, C++",100000,250000,CA
79,San Francisco,SS5-1260962,"5+ years professional experience: coding, testing, troubleshooting, deployment using languages such as: Scala, Java, Python, and C++. 2+ years experience with building comprehensive machine learning models at scale using Hadoop or Spark. Comfortable working in a remote Linux environment and AWS  (EC2) Interest in working at rapidly growing startup and making it a success! Advanced degree in computer science, statistics, math, or similar fields! Thorough knowledge of machine learning, statistics, graph algorithms, linear algebra, and numerical optimization.!",02/23/2017,"Scala, SPARK, Machine Learning, Java, Python, Hadoop",150000,200000,CA
80,Seattle,SK-1308271,"2+ Years of experience and knowledge of: - High proficiency with Python - Data modeling - Raw data analysis, application of analytical techniques including statistical and machine learning - Data management with experience  - Excellent communication skills -Minimum Bachelors Degree, if you have a Masters or above, we'd love to see you!",02/23/2017,"Machine Learning, Hadoop, Python, Raw Data Analysis, Data Visualization, Statistics, Data Manipulation, SQL, R, Tableau",0,0,WA
81,Louisville,RW1-1344397,"More Than 5 Years of experience and knowledge of: - Data Science - Management/Leadership - Creativity - Curiosity - At least a masters in  engineering, statistics, mathematics, computer science or a related discipline - Machine Learning - Predictive Modeling Techniques/Statistics - Python - R - Statistics, uncertainty estimation, confidence intervals - Diligent application of the scientific method Nice to haves: - Bayesian statistics  - Post-graduation/PhD - Data Visualization - Game Theory - Game-playing",02/23/2017,"Data Science, Management/Leadership, Creativity, Curiosity, Machine Learning, Predictive Modeling Techniques, Python, R, Data Visualization, Game Theory",NA,NA,KY
82,Los Angeles,NNG-1230412,"- Lead Experience - Machine Learning Experience - R Experience - 50% mathematician, 50% software engineer - Up to Code: you bring experience in programming with JAVA, Python and Perl; you’ve probably worked with C++, Java and MySQL or R applied to large data sets - Innovative and analytical: can pull insights from data - BS or the equivalent in Computer Science or an applied quantitative field and likely added an MS or PhD in the same field",02/28/2017,"Machine Learning, Python, Applied Mathematics, R, Software Development",100000,175000,CA
83,Seattle,ES1-1346087,"Requirements: - 3+ years of Software Development in Python, Java, or similar - Master's Degree or PhD highly preferred.  Points if you have published papers on the same topics. - Algorithm development experience - Data Scientist background (deep learning, machine learning, algorithm dev) - Communicates very well - Research type - Excellent communication and written skills Nice to have skills: - Strong interest in creating solutions to problems - Experience in and interest in learning new technologies - Experience managing multiple projects and working independently",03/04/2017,"Data Scientist, Deep Learning, Machine Learning, Computer Vision, Algorithm Dev, Python, Java, Hadoop",110000,150000,WA
84,Mountain View,BW4-1351546,"We are looking for a passionate, self-directed, and good communicator. We want someone who wants to work in a small team, someone who wants to work for a proven company, and someone who wants to continue learning new technology as they advance.  - 5+ years of work experience - Java or C++ - Python or Scala or other open source language - Unix of Linux Ability to communicate and harmonize with a team. Ability to express your ideas and understand others.",03/04/2017,"Java, C++, Unix, Linux, Machine Learning, Computer Vision, Caffe, kNN, Deep Learning",NA,NA,CA
85,Annapolis,CB2-1351148,"- Master's or PhD in a quantitative degree such as math, statistics, biostatistics, physics, computer science or Operations Research - 3+ years of Data Scientist related work experience - Fluent with statistical software (such as R, Stata, Matlab) and Software Development languages such as (Python, Java, C++) -Expertise in statistical analysis, Copmutational Algorithms, data mining, and machine learning - Experience with building predictive models for segmentation algorithms strong plus - Must have an active TS/SCI Polygraph Clearance ideally through NSA",03/04/2017,"Data Scientist, Python, Hadoop, Predictive Analystics, Novel Machine Learning, Algorithms, TS/SCI Polygraph clearance, Federal Based Engineering, C/C++/Java",100000,140000,MD
86,Akron,HG1-1340731,"More Than 5 Years of experience and knowledge of: Qualifications Master’s Required, PhD Desired, in fields of Computer Science, Mathematics or Engineering Requires a minimum of 6 years of industry experience or a Ph.D. and 6 years of industry experience  25% travel expected Experience Successful track record in leadership role Experience developing new solutions leveraging multiple technologies Use and integration of open source technologies Related technologies/skills in data science, analytics, visual analytics, information visualization, Knowledge and Data Discovery (KDD), data mining, machine learning, clustering, python (python3 preferred), SciPy, numpy, scikit-learn, pandas, Big Data, Hadoop, MapReduce, Spark, graph databases, Semantic Web (RDF), postgres, JavaScript, d3js, HDF5, object-oriented design Experience with JavaScript and web-based tools desired Special Knowledge and Skills  Expert in use of Big Data platforms (e.g. Hadoop) and the tools in the ecosystem Expert in identification of solutions to problems in data science  Expert in software development for data analysis Use of data science tools, specifically python and the SciPy stack (e.g. numpy, pandas, matplotlib, jupyter/ipython) Experience visualizing and effectively communicating results using tools such as D3js and/or Tableau Knowledge and application of KDD techniques (data mining, machine learning) Domain knowledge of military aviation highly desired, especially experience related to analytics",03/04/2017,"Hadoop, Python, numpy, pandas, matplotlib, d3js, Tableau, Machine Learning, Data Mining",NA,NA,OH
87,Mclean,CW1-1351164,"- 4+ years’ experience in business and technology consulting services with a strong track record of progressive experience and responsibility. Military and Intelligence Community (IC) analytical experience is a plus. - Experience in the analytics space, preferably at the program implementation level - Knowledge of data modeling, data warehousing, database design, data mining techniques, data search indexing, business intelligence, big data ecosystem, microservice design/orchestration, and web services - Broad Knowledge of analytics vendors, platforms, and marketplace, especially SPSS, SAS, R, Matlab, Celect, DataRobot, Netica - Understand the difference between basic and advanced analytics techniques and when each should be used - Strong consulting service skills including effective verbal and written communication - Top Secret/SCI Clearance",03/04/2017,"SPSS, SAS, R, Matlab, Celect, DataRobot, Netica, Data Modeling, Data Warehousing, Big Data",100000,110000,VA
88,San Mateo,LS4-1348695,"1.) 3-5 years experience with Machine Learning 2.) Extensive experience using statistical tools and libraries, such as R, NumPy/SpiCy, Pandas, etc.. 3.) Strong experience using Big Data technologies such as Hadoop MapReduce, Apache Spark, Hive, etc.. 4.) Advanced degree (MS or Ph.D.) in a quantitative field is preferred",03/04/2017,"Data Scientist, Machine Learning, R, Numpy/Spicy/Pandas, hadoop mapreduce, Apache Spark, Hive, Probability Theory and Mathematical Optimization",120000,150000,CA
89,Lexington Park,HG1-1340592,"More Than 5 Years of experience and knowledge of: Qualifications Master’s Required, PhD Desired, in fields of Computer Science, Mathematics or Engineering Requires a minimum of 6 years of industry experience or a Ph.D. and 6 years of industry experience  25% travel expected Must be able to obtain a security clearance  Experience Successful track record in leadership role Experience developing new solutions leveraging multiple technologies Use and integration of open source technologies Related technologies/skills in data science, analytics, visual analytics, information visualization, Knowledge and Data Discovery (KDD), data mining, machine learning, clustering, python (python3 preferred), SciPy, numpy, scikit-learn, pandas, Big Data, Hadoop, MapReduce, Spark, graph databases, Semantic Web (RDF), postgres, JavaScript, d3js, HDF5, object-oriented design Experience with JavaScript and web-based tools desired Special Knowledge and Skills  Expert in use of Big Data platforms (e.g. Hadoop) and the tools in the ecosystem Expert in identification of solutions to problems in data science  Expert in software development for data analysis Use of data science tools, specifically python and the SciPy stack (e.g. numpy, pandas, matplotlib, jupyter/ipython) Experience visualizing and effectively communicating results using tools such as D3js and/or Tableau Knowledge and application of KDD techniques (data mining, machine learning) Domain knowledge of military aviation highly desired, especially experience related to analytics",03/04/2017,"Hadoop, Python, numpy, pandas, matplotlib, d3js, Tableau, Machine Learning, Data Mining",NA,NA,MD
90,New York City,SBS-1328166,"•PhD or PhD candidate in machine learning, computer science, statistics, or a related field from a top-tier? educational institution.  The team is composed of very sharp ivy league MBA’s and PhD’s •Amazing analytical and quantitative skills.    •Experience conducting independent research utilizing large data sets. •Financial market experience or a deep desire to learn. •Programming in Python, R or Matlab.",02/03/2017,"Data Science, Quantitative Finance, Systematic Trading, Proprietary Trading, Factor Models, Machine Learning",175000,400000,NY
91,San Francisco,SK-1305994,"2+ Years of experience and knowledge of: - Raw data analysis, application of analytical techniques including statistical and machine learning - Data management with experience  - Proficiency with Python, SQL, and R - Excellent communication skills -Minimum Bachelors Degree, if you have a Masters or above, we'd love to see you!",02/23/2017,"Machine Learning, Hadoop, Python, Raw Data Analysis, Data Visualization, Statistics, Data Manipulation, SQL",0,0,CA
92,New York City,HK2-1342939,"At Least 2 Years of experience and knowledge of: - R - Python - SQL - Data Engineering - AWS 2+ years professional experience building out a data processing and ingestion pipeline. Capable of learning independently and adopting to new technologies. Familiarity with basic data structures and algorithms concepts. Knowledgeable about data modeling, data storage and performance tuning databases. Experience within the AWS ecosystem deploying and managing EC2 instances. Expert knowledge in Python, R, SQL and data processing libraries (Pandas, NumPy) Comfortable working within Linux writing batch and real-time processes. Ideally has startup experience.",03/01/2017,"R, Python, SQL, Data Engineering, AWS",100000,120000,NY
93,Palo Alto,GM2-1341918,"Must Have Skills - M.S. or Ph.D.  - Machine Learning - Deep Learning - Natural Language Processing Nice to Have Skills - Statistics - Predictive modeling - Operations research - Informatics and tools, e.g., SPSS, SAS, R, Python - Java, C++, JSON, XML - Cloud-based experience with PaaS and IaaS - Agile development environments - Credentials from top schools and/or top employers who are leading in data science (Amazon, Google, Facebook, Microsoft, Apple, Baidu, AirBnb, Uber, etc.).",03/04/2017,"Machine Learning, Deep Learning, NLP, PhD, MS in Computer Science",175000,275000,CA
94,New York City,MR3-1347876,"1.) 2+ years of experience working in a Data Science role.  2.) Strong exposure to Machine Learning. 3.) Experience with statistical software (SAS / SPSS / R). 4.) Experience with scripting language, ideally, Python.",03/04/2017,"Data Science, Machine Learning, SAS / SPSS / R, Python, Statistical Analysis",120000,150000,NY
95,New York City,JB11-1351202,"Required: - Experience working with data - Experience working with Python, Scala, or Java - Experience working with distributed frameworks (Hadoop, Spark, etc.) - Experience working with rapid prototyping and advanced analytics programs (MatLab, Pandas, SciPy, etc.) - Experience with SQL and relational databases Bonus points for any of the following: - Machine learning experience - Algorithm development experience - Experience in the medical or life sciences industries",03/04/2017,"Data Science, Machine Learning, Data Mining, SQL, Python, Scala, or Java, Distributed Frameworks",150000,200000,NY
96,Lexington,MC7-1353442,"Requirements: 1. Master's Degree in Mathematics, Statistics, Computer Science, or a related field 2. Practical industry experience with object-oriented development (shipping production software) 3. Machine learning, statistical modeling, or big data experience 4. Experience with Java Spring Framework, R, and Neo4J Pluses: 1. Experience with C++ and/or C# 2. Rest-based API development and JSON experience 3. Experience with test-driven development methodologies and have experience with a testing framework such as Junit",03/04/2017,"Java, Java SpringSource, C++/C#, Data Mining, Machine Learning, R, Neo4j, Rest-based APIs",90000,130000,SC
97,San Francisco,JB11-1340947,"Required: - Experience working with data - Experience working with Python, Scala, or Java - Experience working with distributed frameworks (Hadoop, Spark, etc.) - Experience working with rapid prototyping and advanced analytics programs (MatLab, Pandas, SciPy, etc.) - Experience with SQL and relational databases Bonus points for any of the following: - Machine learning experience - Algorithm development experience - Experience in the medical or life sciences industries",03/04/2017,"Data Science, Machine Learning, Data Mining, SQL, Python, Scala, or Java, Distributed Frameworks",130000,150000,CA
98,San Francisco,WH3-1351736,"- Interest in finance / hedge funds - An engineering or scientific degree, preferably with a good dose of statistics. This is a highly quantitative role and you need to know the math. - Advanced degrees are preferred, particularly PhD’s. Ultimately, this is research as well as development, and demonstrated research acumen is a must. - Stellar academic performance. While we don’t hire solely on your GPA, we do find it to be an interesting data point in the process. - Outstanding programming skills! - Must exhibit high energy level and be excited to work hard. - Very bright and quick learner; able to work effectively with a diverse team - Strong work ethic, diligent and meticulously detail-oriented Master or Ph.D from top tier school is HIGHLY recommended but not mandatory. My client will want to see your GPA on your resume.",03/04/2017,"Machine Learning, Algorithms, Financial Statements, Regression analysis, Cluster Analysis, R, SQL, Data Mining, Ph.D",NA,NA,CA
99,San Francisco,WH3-1344660,"- Interest in finance / hedge funds - An engineering or scientific degree, preferably with a good dose of statistics. This is a highly quantitative role and you need to know the math. - Advanced degrees are preferred, particularly PhD’s. Ultimately, this is research as well as development, and demonstrated research acumen is a must. - Stellar academic performance. While we don’t hire solely on your GPA, we do find it to be an interesting data point in the process. - Outstanding programming skills! - Must exhibit high energy level and be excited to work hard. - Very bright and quick learner; able to work effectively with a diverse team - Strong work ethic, diligent and meticulously detail-oriented Master or Ph.D from top tier school is HIGHLY recommended but not mandatory. My client will want to see your GPA on your resume.",03/04/2017,"Machine Learning, Algorithms, Financial Statements, Regression analysis, Cluster Analysis, R, SQL, Data Mining, Ph.D",NA,NA,CA
100,San Francisco,EE-1337193,"- A Masters degree in machine learning, computer vision, or a data science related specialty (PhD. preferred) - 3+ years' of professional Data Science experience (outside of research or educational projects) - Hands on experience using the following tools: R, Python, SciKit Learn, NumPy - Experience with converting insights from data analysis into product feature directions (in a commercial setting) - AWS, EC2 S3 or related cloud experience - Strong in Mathematics/Statistics Bonus: - Experience with Artificial Intelligence, Deep Learning, Evolutionary Computation, Neural Networks, Machine Vision  - Experience with Hadoop, Hive, Pig, RedShift, and/or Spark - Experience with data engineering processes - Desire to work in a fast-paced start-up",02/23/2017,"R/Python/SciKit Learn/NumPy, Visual Intelligence, AWS, Data Science",130000,160000,CA
101,Irvine,AT-ToxCLS,- Clinical Laboratory Scientist license - ASCP - Toxicology - Data analysis,03/04/2017,"Clinical Laboratory Scientist, ASCP, Toxicology, Data Analysis",80000,100000,CA
102,Foster City,BK-1354893,"- Expertise with large scale data and data manipulation, mining and Modeling - Solid experience with Machine Learning - Experience with Hadoop - Strong Python programming experience - Natural Language Processing is a plus - Hands On Team Leadership is a plus",03/04/2017,"Data Manipulation/ Mining/ Modeling, Machine Learning, Natural Language Processing, Large Data Sets, Hadoop, Hands On Team Leadership, Python",160000,200000,CA
103,Redwood City,BK-1353472,"- Expertise with large scale data manipulation, mining and Modeling - Solid experience with Machine Learning - Solid experience with statistical analysis - Experience with Hadoop - Strong Python and R programming experience - Natural Language Processing is a plus - AWS experience",03/04/2017,"Machine Learning, Graph Analytics, Statistical Modeling, Data Analytics, Python, R, Hadoop, AWS",150000,200000,CA
104,San Antonio,AD6-1352777,"- PhD in Food Microbiology or related field preferred. - Minimal educational requirement is a Masters in Microbiology/Food Microbiology. - Working knowledge of aseptic sampling technique, automated lab equipment, and acceptable methods and procedures. - Familiarity with GMP, AOAC, FDA, BAM, APHA, and Compendium methods and procedures. - Broad knowledge of concepts, practices, and procedures of a food testing laboratory. Or equivalent combination of education and experience. - Experience with Genome Sequencing  - Experience with Proposals and Reports ***Huge Plus*** - Food Industry Experience is not required, but a Huge plus",03/04/2017,"Food, Microbiology, Data Compilation, Data Analysis, Leadership, Genome Sequencing, Proposals and Reports, Staffing, Experiment Execution",70000,90000,TX
105,Palo Alto,AW2-1335627,"Requirements: Ph.D.  or MD  3+ years of experience using Machine Learning, Data Science, Artificial Intelligence -Research experience in advanced machine learning for temporal and hierarchical domains (e.g., probabilistic graphical models, recurrent neural networks, deep learning).",03/04/2017,"Research Scientist, Machine Learning, Deep Learning, NLP, Artificial Intelligence, neural networks",120000,160000,CA
106,Palo Alto,AW2-1352932,"Requirements: Ph.D.  or MD  3+ years of experience using Machine Learning, Data Science, Artificial Intelligence -Research experience in advanced machine learning for temporal and hierarchical domains (e.g., probabilistic graphical models, recurrent neural networks, deep learning). Preferred experience in:  - Java or Python  - Deep Learning or NLP",03/04/2017,"Research Scientist, Machine Learning, Deep Learning, NLP, Artificial Intelligence, neural networks",120000,175000,CA
107,San Francisco,AW2-1280121,"Requirements; Masters or PhD in Statistics, Physics, Engineering, Mathematics, Computer Science or equivalent More Than 8 Years of experience and knowledge of: - Java - Python, Perl, or Bash - Clustering - Pattern Recognition - NLP - Mathematical/statistical modeling - Natural Language Processing - Neural networks - Data Mining",01/30/2017,"Clustering, Pattern Recognition, NLP, Mathematical/statistical modeling, Natural Language Processing, neural networks, Java, Data Mining",140000,200000,CA
108,Seattle,JK5-1332922,"More Than 5 Years of experience and knowledge of: - Experience in leading cutting-edge research in statistics, data analytics, machine learning, or natural language processing - Experience in developing innovative approaches and new algorithms to solve difficult business problems - Experience in successfully transitioning research prototypes into production - Expertise in predictive modeling using both supervised and unsupervised learning techniques - Experience in modern deep learning approaches and natural language processing - Advanced proficiency with at least one statistical computing language for data analysis, such as R or Python - Experience distilling and presenting complex concepts to a business audience - Experience working in an agile methodology - Well-published and known within the scientific community",03/04/2017,"Chief Scientist/Solutions Architect, Big Data, R or Python",NA,NA,WA
